# time step = 0.005 s
# x-position	 y-position	 radius	 x-velocity	 y-velocity	 SickOrNot
-0.94233206910572	-0.93929920654402	0.01524129645572	-0.06428423000749	0.27985728244174	0
-0.88953163749159	-0.95726695589663	0.00510236588274	-0.04676938975292	0.84880176269902	0
-0.83940788338426	-0.94106842655231	0.01189443103729	-0.41953148087537	-0.82363928398935	0
-0.79647306376870	-0.95320420830258	0.01436296659292	-0.08111257152286	-0.36457694700728	0
-0.74933233768801	-0.95305607930057	0.00458391030027	-0.01111862202606	-0.68351572890201	0
-0.68811393802981	-0.94508040545028	0.00217801967746	-0.34258822050110	0.96069654677289	0
-0.65058405621210	-0.95468712195658	0.01628376378518	0.69415079086717	-0.92546807472563	0
-0.59038755248463	-0.95546071717421	0.00285309873312	-0.53924958973083	-0.19563134411271	1
-0.54021333695062	-0.93772406003380	0.00029814366215	0.84444450810864	-0.16479475455920	0
-0.49401395311630	-0.94525862833530	0.01587773560546	-0.55323295397091	-0.82342784996576	0
-0.44011977248329	-0.93794953635461	0.00515296288663	-0.63436178967327	-0.08352046560716	0
-0.39517118230703	-0.94613297664531	0.00100322490464	0.22617716976637	-0.23656957914390	0
-0.35512860373188	-0.94480828067201	0.00692730431390	0.53404352383661	0.35195389855557	1
-0.29121897196874	-0.93973409524104	0.00249228892313	0.70483786132309	0.00109482057288	0
-0.26230316803911	-0.94633920039766	0.00503814259174	0.66403789698272	-0.75015091381495	1
-0.19853633503631	-0.94151430884546	0.01176430823174	0.05461204525647	0.38469889249369	0
-0.15452483767983	-0.94179484694276	0.00401706284375	0.54059082459743	-0.83667736361612	0
-0.10205208779146	-0.96052086056552	0.00843349407110	0.35033065219142	-0.06856398968557	0
-0.04919145464598	-0.93814989096051	0.00732635526729	0.35492656189490	-0.16993274605318	0
-0.00706417095810	-0.94936875822783	0.00061048501329	-0.43128358500129	-0.19340247898181	1
0.06097731425371	-0.95291664895550	0.00312050663017	-0.87110835586777	0.49052710002738	0
0.10800664080898	-0.94497845860432	0.01504258749667	-0.49532555322852	-0.90326154143851	0
0.14175602293421	-0.94456191212223	0.01199026472669	0.35498273249154	0.97063485001168	0
0.20836129422227	-0.94113381522529	0.01397615972746	-0.88191641332789	-0.07062410679448	0
0.25832602291320	-0.93997884719960	0.00996578395517	0.65100826778989	0.27641573882301	0
0.28829861954318	-0.94356200582170	0.01330865806824	0.16816613875538	-0.58539856704136	0
0.35271960711913	-0.95613202574960	0.00482809301685	-0.50376942497031	0.06161842413656	0
0.39471428075647	-0.96144375739242	0.01043494532744	0.03328773279050	-0.92894003136024	1
0.45413376108933	-0.94693173919833	0.01562882100759	-0.25386867734259	-0.53638135275198	0
0.50924655266175	-0.94427938596910	0.00018412577612	-0.49468474858570	-0.64188460700200	0
0.54157396293504	-0.94937821389138	0.00578518693793	-0.84719234582289	0.65216939785399	0
0.60723559608358	-0.94818067588781	0.00631501322028	-0.92216507614125	-0.22115373232080	0
0.65789922220792	-0.95548578300114	0.01184621892500	0.60088836407128	-0.57328374962362	0
0.69468028607912	-0.95806981089184	0.00274838664245	-0.71316088332209	0.21485092230268	0
0.75349081773931	-0.96236274328594	0.00933971067652	0.92108928100144	0.19172064767411	0
0.80090822623765	-0.94585993902567	0.01406158443178	-0.06504236820801	0.63298753164867	0
0.84273027391692	-0.93782246777821	0.01158966643142	0.19159701894040	-0.13183428931635	0
0.89400909517873	-0.94788188351544	0.00785871942313	-0.33924161856517	0.60272536441392	0
0.94745826558340	-0.95989212495428	0.01508267752836	-0.31879432601092	0.92392811829532	0
-0.96247524589257	-0.90102790042975	0.01128381070433	-0.90536428451418	0.16452255725898	0
-0.90116127052683	-0.89459630157876	0.01304446173416	-0.33802726581376	0.93244102024551	0
-0.84560702800769	-0.89358188979527	0.01026669904721	-0.52029506659984	-0.65309133308336	0
-0.81120442992886	-0.90102343906657	0.01365766099405	0.81268546185518	0.21556442300458	0
-0.73775524315290	-0.89725861536711	0.00883054922726	0.60552648615248	0.06429189401421	0
-0.68898186331268	-0.91080215021414	0.00891067421779	0.79160691171986	-0.12163994720928	0
-0.64055508357012	-0.90208619729054	0.00357064892493	0.57105181293306	0.30749237461857	0
-0.60058915115465	-0.90884193630682	0.00063731283432	0.73514253181109	-0.20855800420521	0
-0.55314846816834	-0.91098923832809	0.00519678286117	-0.49829388885995	0.54476185737964	0
-0.50354576280486	-0.89527766438508	0.01386295831745	-0.65622149595468	-0.01625308501826	0
-0.44680812582874	-0.90178188812241	0.01033935737519	0.79969357488060	0.43908335965792	1
-0.39532127656269	-0.89214154795165	0.00710263497760	-0.88708047766200	-0.81640795014008	1
-0.35443410186893	-0.91158461666842	0.00292353469411	0.74895573169572	0.43968341863360	0
-0.28821447368225	-0.89093276621303	0.00404974931158	-0.41517381143444	-0.97720972850345	0
-0.26089448667009	-0.89936317051933	0.01238267792696	0.79431565240066	-0.09211618412205	0
-0.20068555896571	-0.90933492270161	0.01455253228701	0.69051472080679	-0.98705185830452	0
-0.13897012066803	-0.90955773587929	0.00364342946840	-0.57980760701130	0.58933325215568	0
-0.11010593749429	-0.88751239588066	0.01659257823709	0.87557029125226	0.26893970707407	0
-0.04167997385590	-0.91232984680117	0.01428668207011	0.55474242044791	-0.33928772121333	0
-0.00646005680309	-0.89988755628786	0.00551389960698	0.29188414208548	0.89065194165685	0
0.05896725578345	-0.89682668603640	0.01553767358128	-0.00615491289617	0.06184595207616	0
0.11175611914126	-0.90207026057870	0.00313214565571	-0.11062636024722	-0.54536357131018	0
0.14548384267290	-0.90124197833426	0.00735918227339	0.19422351271714	-0.35832045330028	0
0.21061811529075	-0.89992002318725	0.00272222620741	-0.56427357165375	0.06336110445042	0
0.23785335855147	-0.90839676216619	0.00672061584646	-0.71816631983955	-0.08988915837890	0
0.29850191539621	-0.90121251869358	0.01565279075008	-0.94731546008354	0.05505136580118	0
0.33921125399280	-0.88986115031506	0.01285989336530	0.91383913637686	0.11420264877052	1
0.38956716287154	-0.89078707425349	0.00309902802894	-0.41146317988546	0.85173845050471	0
0.44283682710445	-0.90102094830732	0.01501824341201	-0.91624862261412	-0.57943426540535	0
0.50008063758377	-0.90174840132973	0.00136842240471	-0.06503811114150	-0.16228008520496	0
0.55807310892726	-0.89181224052749	0.01254569128868	0.65642115172815	0.24991402525610	0
0.59929678996399	-0.90283577127866	0.01170250508080	0.53344648398683	-0.77445160236086	0
0.65505396154489	-0.89973321510904	0.00532912188574	-0.11515605960235	-0.43686438386303	1
0.69324088232220	-0.89620144905633	0.00837765834395	-0.19505582913567	-0.03033053288434	1
0.75881787702654	-0.91127833328884	0.01129686461896	-0.79551406889996	0.33863568106974	1
0.79428236889952	-0.88969470048932	0.00084604643794	0.87521844345871	-0.28338735967128	0
0.85127712398171	-0.89302830885353	0.00021374631162	0.66421980699262	0.14969366179766	0
